A,,,
selfie,<unk>,0.29,0.95
of,of,0.95,1.1199999999999999
me,me,1.13,1.15
a,a,1.79,1.9000000000000001
white,white,1.9,2.21
person,person,2.21,2.69
with,with,2.69,2.86
short,short,2.86,3.31
wavy,wavy,3.32,3.76
brown,brown,3.76,4.09
hair,hair,4.09,4.52
looking,looking,4.71,5.11
neutrally,<unk>,5.11,5.59
at,at,5.59,5.71
the,the,5.71,5.79
camera,camera,5.79,6.3100000000000005
in,in,6.34,6.51
three,three,6.51,6.79
quarter,quarter,6.79,7.11
profile,profile,7.11,7.82
I,i,8.26,8.379999999999999
am,am,8.38,8.520000000000001
wearing,wearing,8.52,8.87
a,a,8.87,8.93
dangling,dangling,8.929999,9.459999
green,green,9.46,9.83
and,and,9.86,10.1
gold,gold,10.099999,10.419999
pill,pill,10.45,10.76
capsule,capsule,10.76,11.27
earring,earring,11.28,11.709999999999999
because,because,11.719999,12.219999
unfortunately,unfortunately,12.27,13.299999999999999
I’m,i'm,13.599999,13.769999
interested,interested,13.77,14.49
in,in,14.5,14.72
semiotics,<unk>,14.719999,15.629999
I,i,16.289999,16.419999
am,am,16.42,16.560000000000002
wearing,wearing,16.559999,16.889999
my,my,16.889999,17.049999
new,new,17.049999,17.269999
gold,gold,17.289999,17.609999000000002
glasses,glasses,17.619999,18.339999
and,and,18.359999,18.529999
I,i,18.5,18.62
like,like,18.62,18.880000000000003
how,how,18.88,19.009999999999998
the,the,19.02,19.14
prism,prism,19.14,19.59
lens,lens,19.59,20.02
over,over,20.05,20.310000000000002
my,my,20.31,20.48
left,left,20.48,20.82
eye,eye,20.82,21.06
is,is,21.06,21.27
vertically,vertically,21.28,21.75
ridged,ridged,21.75,22.26
like,like,22.34,22.53
the,the,22.53,22.66
wood,wood,22.66,22.93
grain,grain,22.93,23.32
in,in,23.33,23.45
the,the,23.45,23.54
background,background,23.54,24.24
and,and,24.54,24.71
my,my,24.71,24.86
sprigged,<unk>,24.86,25.36
corduroy,corduroy,25.36,25.88
shirt,shirt,25.88,26.419999999999998
